"depths","times","stages"
1,0,1
4,60,1
8,120,1
8,180,1
9,240,1
10,300,1
10,360,1
10,420,1
11,480,1
11,540,1
11,600,1
12,660,1
13,720,1
14,780,1
14,840,2
14,900,2
14,960,2
14,1020,2
14,1080,2
14,1140,2
14,1200,2
14,1260,2
14,1320,2
14,1380,2
14,1440,2
14,1500,2
14,1560,2
14,1620,2
14,1680,2
14,1740,2
14,1800,2
14,1860,2
14,1920,2
14,1980,2
14,2040,2
14,2100,2
14,2160,2
14,2220,2
14,2280,2
14,2340,2
14,2400,2
14,2460,2
14,2520,2
14,2580,3
14,2640,3
14,2700,3
14,2760,3
14,2820,3
12,2880,3
13,2940,3
13,3000,3
13,3060,3
13,3120,3
13,3180,3
13,3240,3
13,3300,3
13,3360,3
13,3420,3
13,3480,3
13,3540,3
12,3600,3
12,3660,3
12,3720,3
11,3780,3
11,3840,3
11,3900,3
11,3960,3
11,4020,3
11,4080,3
11,4140,3
10,4200,3
9,4260,3
9,4320,3
10,4380,3
10,4440,3
10,4500,3
10,4560,3
10,4620,3
11,4680,3
11,4740,3
11,4800,3
10,4860,3
9,4920,3
9,4980,3
9,5040,3
8,5100,3
6,5160,3
6,5220,3
6,5280,3
6,5340,3
6,5400,3
6,5460,3
5,5520,3
2,5580,3
1,5640,3
