"depths","times","stages"
1,0,1
3,60,1
5,120,1
7,180,1
9,240,1
10,300,1
11,360,1
12,420,1
13,480,1
13,540,1
13,600,1
13,660,1
14,720,1
16,780,1
16,840,1
16,900,1
16,960,1
16,1020,1
16,1080,1
15,1140,1
16,1200,2
16,1260,2
16,1320,2
16,1380,2
16,1440,2
16,1500,2
16,1560,2
16,1620,2
16,1680,2
16,1740,2
16,1800,2
16,1860,2
16,1920,2
16,1980,2
16,2040,2
16,2100,2
16,2160,2
16,2220,2
16,2280,2
16,2340,2
16,2400,2
16,2460,2
16,2520,2
16,2580,2
16,2640,2
16,2700,2
16,2760,2
15,2820,2
15,2880,2
16,2940,2
16,3000,2
16,3060,2
16,3120,2
16,3180,3
15,3240,3
15,3300,3
15,3360,3
15,3420,3
15,3480,3
13,3540,3
13,3600,3
13,3660,3
13,3720,3
13,3780,3
13,3840,3
13,3900,3
13,3960,3
13,4020,3
13,4080,3
13,4140,3
12,4200,3
12,4260,3
11,4320,3
11,4380,3
9,4440,3
9,4500,3
9,4560,3
9,4620,3
9,4680,3
9,4740,3
8,4800,3
7,4860,3
7,4920,3
6,4980,3
6,5040,3
6,5100,3
6,5160,3
6,5220,3
4,5280,3
1,5340,3
