"depths","times"
1,1558984800
6,1558985100
12,1558985400
14,1558985700
14,1558986000
14,1558986300
14,1558986600
14,1558986900
15,1558987200
15,1558987500
15,1558987800
15,1558988100
15,1558988400
15,1558988700
14,1558989000
13,1558989300
12,1558989600
9,1558989900
1,1558990200
