"depths","times"
1,1558697400
6,1558697700
12,1558698000
14,1558698300
15,1558698600
15,1558698900
15,1558699200
15,1558699500
15,1558699800
14,1558700100
14,1558700400
12,1558700700
10,1558701000
1,1558701300
