"depths","times"
1,1559473500
10,1559473800
12,1559474100
12,1559474400
12,1559474700
13,1559475000
13,1559475300
13,1559475600
13,1559475900
12,1559476200
11,1559476500
9,1559476800
7,1559477100
1,1559477400
