"depths","durations","times","stages"
1,13.3805094652248,0,1
2,7.83614993412211,13.3805094652248,1
3,12.761215884529,21.216659399347,1
4,21.9610190608848,33.9778752838759,1
5,50.7913366795552,55.9388943447608,1
6,47.3760146914231,106.730231024316,1
7,7.19548100001069,154.106245715739,1
8,15.6584008100271,161.30172671575,1
9,12.3166383498181,176.960127525777,1
10,85.804456777201,189.276765875595,1
11,20.9337294585783,275.081222652796,1
12,115.305671762829,296.014952111374,1
13,160.056068101848,411.320623874203,1
14,29.5550461558597,571.376691976051,1
15,64.9026239314178,600.931738131911,1
16,187.654337919167,665.834362063329,1
16,943.847884539732,853.488699982496,2
16,307.870045855918,1797.33658452223,3
15,260.063813945824,2105.20663037815,3
14,10.083171927949,2365.27044432397,3
13,71.3099299075311,2375.35361625192,3
12,20.8008478953129,2446.66354615945,3
11,159.692754274715,2467.46439405476,3
12,297.896636772921,2627.15714832948,3
11,0.912932389031084,2925.0537851024,3
10,139.484300363831,2925.96671749143,3
9,363.874004200135,3065.45101785526,3
8,49.2932712018769,3429.3250220554,3
7,27.7926705392383,3478.61829325727,3
6,5.31597563928017,3506.41096379651,3
5,7.93176149718738,3511.72693943579,3
4,10.1751557869675,3519.65870093298,3
3,19.6856518096924,3529.83385671995,3
2,7.14365313699318,3549.51950852964,3
1,Inf,3556.66316166663,3
