"depths","durations","times","stages"
1,4.81261886668443,0,1
2,21.5819487200788,4.81261886668443,1
3,0.413165513277661,26.3945675867632,1
4,8.63459032674233,26.8077331000409,1
5,12.9706331482334,35.4423234267832,1
4,26.3527009888726,48.4129565750166,1
5,1.59375946111297,74.7656575638892,1
6,37.105881192074,76.3594170250022,1
7,4.36690642292373,113.465298217076,1
8,13.1471260400515,117.83220464,1
9,52.3824227103128,130.979330680051,1
10,221.227990292156,183.361753390364,1
11,160.379954702071,404.58974368252,1
12,24.0845663990124,564.969698384591,1
12,545.772995484316,589.054264783603,2
13,483.073736383314,1134.82726026792,2
13,147.961087367446,1617.90099665123,3
14,51.1745534945189,1765.86208401868,3
13,156.083736129598,1817.0366375132,3
12,24.648345763412,1973.1203736428,3
11,173.841215806003,1997.76871940621,3
10,476.55668559311,2171.60993521221,3
9,18.2437752836795,2648.16662080532,3
8,67.2385992614832,2666.410396089,3
7,15.546659413269,2733.64899535048,3
6,6.78195557125719,2749.19565476375,3
5,23.455862525871,2755.97761033501,3
4,33.6197588422365,2779.43347286088,3
3,32.1475778920571,2813.05323170312,3
2,15.9881598844918,2845.20080959517,3
1,Inf,2861.18896947967,3
