"depths","durations","times","stages"
1,32.8455089818637,0,1
2,27.0603760632084,32.8455089818637,1
3,0.336303980830557,59.905885045072,1
4,21.3903090610764,60.2421890259026,1
5,12.4821034454416,81.632498086979,1
6,0.86122480080202,94.1146015324206,1
7,68.2724896062079,94.9758263332226,1
6,57.038027683272,163.24831593943,1
5,15.9694950765368,220.286343622702,1
6,8.81166058732492,236.255838699239,1
7,12.0370329408397,245.067499286564,1
8,88.4211563686548,257.104532227404,1
9,38.0046968737258,345.525688596059,1
10,4.86259150964401,383.530385469785,1
11,101.205670307041,388.392976979429,1
12,47.9888001067724,489.59864728647,1
13,29.7866622583396,537.587447393242,1
14,62.5545533239451,567.374109651582,1
14,25.4670737741757,629.928662975527,2
15,674.279434883431,655.395736749703,2
15,259.471888855277,1329.67517163313,3
14,314.287186107737,1589.14706048841,3
13,239.836521162317,1903.43424659615,3
12,517.259945146616,2143.27076775846,3
11,270.581340271544,2660.53071290508,3
10,9.32399358373232,2931.11205317662,3
9,74.4187028876186,2940.43604676036,3
8,26.2062189645303,3014.85474964797,3
7,1.30652909027185,3041.0609686125,3
6,40.8340382238848,3042.36749770278,3
5,14.2649755090511,3083.20153592666,3
4,107.097777348919,3097.46651143571,3
3,25.5754273811631,3204.56428878463,3
2,21.6715335351291,3230.13971616579,3
1,Inf,3251.81124970092,3
