"depths","durations","times","stages"
1,6.7522590809028,0,1
2,24.1715830842147,6.7522590809028,1
3,4.33222437489448,30.9238421651175,1
4,17.9035568583949,35.256066540012,1
5,9.63905623572948,53.1596233984069,1
6,7.95935589784489,62.7986796341364,1
7,16.5610815509563,70.7580355319813,1
8,2.92172324893542,87.3191170829376,1
9,111.458371149574,90.240840331873,1
10,143.305727159754,201.699211481447,1
11,53.0604990075927,345.004938641201,1
12,53.1403482764688,398.065437648794,1
13,26.4594650922609,451.205785925262,1
14,101.294040633364,477.665251017523,1
15,109.935091641546,578.959291650888,1
16,86.4542403337103,688.894383292433,1
16,741.307711154518,775.348623626143,2
16,153.863007596622,1516.65633478066,3
15,14.0678986286498,1670.51934237728,3
14,313.208249098606,1684.58724100593,3
13,98.302178461586,1997.79549010454,3
14,86.2505140597777,2096.09766856612,3
13,1350.01842356427,2182.3481826259,3
14,37.9009364916965,3532.36660619017,3
13,301.030662980472,3570.26754268187,3
12,90.3813024213841,3871.29820566234,3
11,181.349114606742,3961.67950808373,3
12,179.144616389305,4143.02862269047,3
11,20.8985785443656,4322.17323907977,3
10,37.4145811501421,4343.07181762414,3
9,67.2767467004378,4380.48639877428,3
8,3.39880479084786,4447.76314547472,3
7,106.852380441892,4451.16195026557,3
6,16.3797256878388,4558.01433070746,3
5,20.8376117792213,4574.3940563953,3
4,35.4505226255142,4595.23166817452,3
3,43.9626150394724,4630.68219080003,3
2,16.2886454371856,4674.64480583951,3
1,Inf,4690.93345127669,3
