"depths","durations","times","stages"
1,6.66715891307427,0,1
2,0.868513321181278,6.66715891307427,1
3,1.13059999925705,7.53567223425555,1
4,2.92862184993721,8.6662722335126,1
5,12.2914874181151,11.5948940834498,1
6,3.02686116546317,23.8863815015649,1
7,13.6822234037229,26.9132426670281,1
8,8.83942883431704,40.595466070751,1
9,58.887247537172,49.434894905068,1
10,3.06048709295396,108.32214244224,1
11,20.0002857276963,111.382629535194,1
12,110.058280464887,131.38291526289,1
13,16.3873855826548,241.441195727777,1
14,116.811180454714,257.828581310432,1
15,69.4556885414446,374.639761765147,1
16,26.2437242873462,444.095450306591,1
16,51.1749916803092,470.339174593937,2
15,165.853008730337,521.514166274247,2
16,698.104972107971,687.367175004584,2
15,65.7518520737265,1385.47214711255,2
15,23.8909018109553,1451.22399918628,3
14,81.2473305971039,1475.11490099724,3
13,160.245274975313,1556.36223159434,3
12,14.3759971271113,1716.60750656965,3
11,6.59781733217346,1730.98350369676,3
10,75.7946687971973,1737.58132102894,3
9,15.5218142105464,1813.37598982614,3
8,16.1926275662456,1828.89780403668,3
7,15.1993382355608,1845.09043160293,3
6,11.9109503245757,1860.28976983849,3
5,57.4122794683942,1872.20072016306,3
4,2.92683941855398,1929.61299963146,3
5,65.2665816213855,1932.53983905001,3
4,9.44025036386347,1997.8064206714,3
3,14.1640618820834,2007.24667103526,3
2,41.0240282846576,2021.41073291734,3
1,Inf,2062.434761202,3
