"depths","durations","times","stages"
1,21.6081897558141,0,1
2,22.6200987279527,21.6081897558141,1
3,69.0757517560448,44.2282884837669,1
4,44.6499474383269,113.304040239812,1
5,12.3608603192544,157.953987678139,1
6,20.1353487754202,170.314847997393,1
7,2.96733847026235,190.450196772813,1
8,59.4761948040278,193.417535243076,1
9,67.0492391712556,252.893730047103,1
10,100.63182509849,319.942969218359,1
11,138.171922424178,420.574794316849,1
12,28.3609686776025,558.746716741027,1
13,75.4614211067521,587.10768541863,1
14,39.6442175091893,662.569106525382,1
14,203.48242035075,702.213324034571,2
13,433.577994605621,905.695744385321,2
12,103.644935964972,1339.27373899094,2
13,150.948661361863,1442.91867495591,2
13,218.299641290994,1593.86733631778,3
12,59.5336251617764,1812.16697760877,3
11,221.129710487799,1871.70060277055,3
10,81.8904791523637,2092.83031325835,3
9,160.887023137012,2174.72079241071,3
8,28.7592089130808,2335.60781554772,3
7,8.16198123534696,2364.3670244608,3
6,14.8022161994595,2372.52900569615,3
5,12.9490976112352,2387.33122189561,3
4,48.481455445643,2400.28031950684,3
3,49.4438164389167,2448.76177495249,3
2,1.69714494695108,2498.2055913914,3
1,Inf,2499.90273633836,3
