"depths","durations","times","stages"
1,1.89454095960877,0,1
2,10.6335017106331,1.89454095960877,1
3,13.5674106776784,12.5280426702419,1
4,5.63270476830275,26.0954533479203,1
5,45.7373721214865,31.728158116223,1
6,60.8427319225551,77.4655302377095,1
7,59.1272714978404,138.308262160265,1
8,35.3260225860384,197.435533658105,1
9,31.6689624189013,232.761556244143,1
10,40.7632102433151,264.430518663045,1
11,55.1056325362924,305.19372890636,1
12,2.79821528732788,360.299361442652,1
11,6.99362128208327,363.09757672998,1
12,55.7977615396877,370.091198012063,1
13,46.2901794942467,425.888959551751,1
13,123.768096386431,472.179139045998,2
14,454.36123633645,595.947235432429,2
13,334.300368320837,1050.30847176888,2
13,11.5285568152069,1384.60884008972,3
12,39.1330698138274,1396.13739690492,3
13,207.206963058226,1435.27046671875,3
12,152.839876810178,1642.47742977698,3
11,63.3127921290063,1795.31730658715,3
10,32.9766574704397,1858.63009871616,3
9,415.595226866256,1891.6067561866,3
8,23.7872540588774,2307.20198305286,3
9,54.5823950595654,2330.98923711173,3
8,111.257784799618,2385.5716321713,3
7,32.1433328408043,2496.82941697092,3
6,67.0397533165924,2528.97274981172,3
5,148.551809108258,2596.01250312831,3
4,26.5694034402968,2744.56431223657,3
3,26.9034444950967,2771.13371567687,3
2,4.98756146631968,2798.03716017197,3
1,Inf,2803.02472163828,3
