"depths","durations","times","stages"
1,1.87091397756433,0,1
2,39.3150094617419,1.87091397756433,1
3,2.90810498443211,41.1859234393062,1
4,23.256854154961,44.0940284237383,1
5,5.33295739486896,67.3508825786994,1
6,40.0687116334113,72.6838399735683,1
7,10.9056072325501,112.75255160698,1
8,9.19455446965999,123.65815883953,1
9,26.754780798347,132.85271330919,1
10,14.8324048087171,159.607494107537,1
11,92.4071667387473,174.439898916254,1
12,79.6177087419549,266.847065655001,1
13,250.36694497587,346.464774396956,1
13,171.925273918824,596.831719372826,2
14,914.918831199399,768.75699329165,2
14,33.8228094904725,1683.67582449105,3
13,183.565525423656,1717.49863398152,3
12,41.7100914402865,1901.06415940518,3
11,75.3158500307536,1942.77425084546,3
12,83.4832017424701,2018.09010087622,3
11,40.0410998285497,2101.57330261869,3
10,0.0156603999953404,2141.61440244724,3
9,142.110416530068,2141.63006284723,3
8,129.047272820568,2283.7404793773,3
7,1.1763409836858,2412.78775219787,3
6,38.4092674116682,2413.96409318156,3
5,72.9336119759309,2452.37336059322,3
6,158.204745983374,2525.30697256915,3
5,29.2307929420185,2683.51171855253,3
6,42.8929471728634,2712.74251149455,3
5,56.7658213994919,2755.63545866741,3
4,11.5285499347497,2812.4012800669,3
3,40.2814295422131,2823.92983000165,3
2,34.9732342959906,2864.21125954387,3
1,Inf,2899.18449383986,3
