"depths","durations","times","stages"
1,20.2499299034485,0,1
2,13.6732961555956,20.2499299034485,1
3,2.35362725660632,33.9232260590441,1
4,71.7287509123257,36.2768533156504,1
5,76.5060563461846,108.005604227976,1
6,35.1929521910357,184.511660574161,1
7,3.18371946641548,219.704612765196,1
8,13.4569427407147,222.888332231612,1
9,35.0637474269693,236.345274972326,1
10,44.5051969950337,271.409022399296,1
11,33.7087741897743,315.91421939433,1
12,34.0760817689005,349.622993584104,1
13,2.9507056974175,383.699075353004,1
14,50.2069942377165,386.649781050422,1
15,230.210224442261,436.856775288138,1
16,46.4472212886127,667.0669997304,1
15,86.654919179924,713.514221019012,1
16,78.8047936603708,800.169140198936,1
15,15.2811761446216,878.973933859307,1
15,607.595098383722,894.255110003929,2
16,404.714532401583,1501.85020838765,2
16,15.7651641594484,1906.56474078923,3
15,554.865262251703,1922.32990494868,3
14,701.196669545958,2477.19516720039,3
13,70.6445409897701,3178.39183674634,3
12,116.69074527039,3249.03637773611,3
11,84.7945789465598,3365.7271230065,3
10,7.60491385792602,3450.52170195306,3
9,385.36963867619,3458.12661581099,3
8,13.178212373703,3843.49625448718,3
7,14.0797924430358,3856.67446686088,3
6,18.8019553015752,3870.75425930392,3
5,34.2049455549632,3889.55621460549,3
4,66.1166883261972,3923.76116016046,3
3,7.45817191844935,3989.87784848665,3
2,42.4723119814721,3997.3360204051,3
1,Inf,4039.80833238658,3
