"depths","times","stages.est"
1,1558758600,1
5,1558758900,1
12,1558759200,2
14,1558759500,2
15,1558759800,2
15,1558760100,2
15,1558760400,2
15,1558760700,2
15,1558761000,2
13,1558761300,3
10,1558761600,3
1,1558761900,3
