"depths","times","stages.est"
1,1558772400,1
6,1558772700,1
12,1558773000,1
14,1558773300,2
15,1558773600,2
15,1558773900,2
15,1558774200,2
15,1558774500,2
15,1558774800,2
15,1558775100,2
15,1558775400,2
13,1558775700,3
11,1558776000,3
7,1558776300,3
3,1558776600,3
