"depths","times","stages.est"
1,1559750400,1
9,1559750700,1
13,1559751000,2
15,1559751300,2
15,1559751600,2
15,1559751900,2
15,1559752200,2
14,1559752500,2
15,1559752800,2
15,1559753100,2
13,1559753400,3
10,1559753700,3
3,1559754000,3
