"depths","times","stages.est"
1,1558936800,1
10,1558937100,1
14,1558937400,2
14,1558937700,2
14,1558938000,2
14,1558938300,2
14,1558938600,2
14,1558938900,2
14,1558939200,3
12,1558939500,3
8,1558939800,3
1,1558940100,3
