"depths","times","stages.est"
1,1559310600,1
4,1559310900,1
11,1559311200,1
15,1559311500,2
16,1559311800,2
16,1559312100,2
16,1559312400,2
16,1559312700,2
16,1559313000,2
16,1559313300,2
15,1559313600,2
15,1559313900,3
13,1559314200,3
11,1559314500,3
5,1559314800,3
