"depths","times","stages.est"
1,1558837800,1
8,1558838100,1
13,1558838400,2
14,1558838700,2
14,1558839000,2
14,1558839300,2
14,1558839600,2
14,1558839900,2
14,1558840200,2
14,1558840500,2
13,1558840800,3
9,1558841100,3
1,1558841400,3
