"depths","times","stages.est"
1,1559654100,1
9,1559654400,1
13,1559654700,2
14,1559655000,2
14,1559655300,2
14,1559655600,2
14,1559655900,2
14,1559656200,2
14,1559656500,2
14,1559656800,3
11,1559657100,3
6,1559657400,3
