"depths","times","stages.est"
1,1559021400,1
9,1559021700,1
13,1559022000,2
13,1559022300,2
14,1559022600,2
14,1559022900,2
14,1559023200,2
14,1559023500,3
11,1559023800,3
7,1559024100,3
1,1559024400,3
