"depths","times","stages.est"
1,1558683300,1
5,1558683600,1
12,1558683900,1
15,1558684200,2
15,1558684500,2
14,1558684800,2
14,1558685100,2
14,1558685400,2
14,1558685700,3
11,1558686000,3
6,1558686300,3
2,1558686600,3
