"depths","times","stages.est"
1,1559361000,1
9,1559361300,1
13,1559361600,2
15,1559361900,2
15,1559362200,2
15,1559362500,2
14,1559362800,2
15,1559363100,2
15,1559363400,2
15,1559363700,2
15,1559364000,3
12,1559364300,3
8,1559364600,3
1,1559364900,3
