"depths","times","stages.est"
1,1559661300,1
6,1559661600,1
12,1559661900,2
13,1559662200,2
14,1559662500,2
15,1559662800,2
15,1559663100,2
15,1559663400,2
15,1559663700,2
14,1559664000,3
12,1559664300,3
9,1559664600,3
1,1559664900,3
