"depths","times","stages.est"
1,1559502000,1
11,1559502300,1
13,1559502600,2
13,1559502900,2
14,1559503200,2
14,1559503500,2
14,1559503800,2
14,1559504100,3
12,1559504400,3
11,1559504700,3
8,1559505000,3
6,1559505300,3
1,1559505600,3
