"depths","times","stages.est"
1,1559026800,1
8,1559027100,1
13,1559027400,2
14,1559027700,2
14,1559028000,2
13,1559028300,2
14,1559028600,2
14,1559028900,2
13,1559029200,2
12,1559029500,3
10,1559029800,3
4,1559030100,3
2,1559030400,3
1,1559030700,3
