"depths","times","stages.est"
1,1559684100,1
6,1559684400,1
12,1559684700,1
14,1559685000,2
14,1559685300,2
14,1559685600,2
14,1559685900,2
14,1559686200,2
13,1559686500,3
10,1559686800,3
5,1559687100,3
2,1559687400,3
