"depths","times","stages.est"
1,1559373900,1
5,1559374200,1
11,1559374500,1
14,1559374800,2
14,1559375100,2
14,1559375400,2
14,1559375700,2
14,1559376000,2
14,1559376300,2
14,1559376600,2
14,1559376900,3
10,1559377200,3
5,1559377500,3
2,1559377800,3
