"depths","times","stages.est"
1,1559180700,1
10,1559181000,1
14,1559181300,2
15,1559181600,2
15,1559181900,2
15,1559182200,2
15,1559182500,2
15,1559182800,2
15,1559183100,2
13,1559183400,3
10,1559183700,3
2,1559184000,3
