"depths","times","stages.est"
1,1559294400,1
7,1559294700,1
13,1559295000,1
15,1559295300,2
15,1559295600,2
15,1559295900,2
15,1559296200,2
15,1559296500,2
15,1559296800,2
15,1559297100,2
15,1559297400,2
14,1559297700,3
12,1559298000,3
8,1559298300,3
1,1559298600,3
