"depths","times","stages.est"
1,1558826100,1
4,1558826400,1
12,1558826700,1
14,1558827000,2
14,1558827300,2
14,1558827600,2
14,1558827900,2
14,1558828200,2
14,1558828500,2
14,1558828800,2
14,1558829100,2
13,1558829400,2
13,1558829700,2
13,1558830000,3
12,1558830300,3
11,1558830600,3
9,1558830900,3
1,1558831200,3
