"depths","times","stages.est"
1,1559031900,1
7,1559032200,1
12,1559032500,2
13,1559032800,2
14,1559033100,2
14,1559033400,2
14,1559033700,2
14,1559034000,2
14,1559034300,3
12,1559034600,3
9,1559034900,3
5,1559035200,3
