"depths","times","stages.est"
1,1559102400,1
10,1559102700,1
14,1559103000,2
14,1559103300,2
14,1559103600,2
14,1559103900,2
14,1559104200,2
14,1559104500,2
13,1559104800,3
10,1559105100,3
1,1559105400,3
