"depths","times","stages.est"
1,1559274600,1
11,1559274900,1
15,1559275200,2
15,1559275500,2
15,1559275800,2
15,1559276100,2
15,1559276400,2
15,1559276700,2
15,1559277000,3
12,1559277300,3
6,1559277600,3
