"depths","times","stages.est"
1,1558746900,1
10,1558747200,1
13,1558747500,2
13,1558747800,2
14,1558748100,2
14,1558748400,2
15,1558748700,2
14,1558749000,2
14,1558749300,2
13,1558749600,3
10,1558749900,3
1,1558750200,3
