"depths","times","stages.est"
1,1559433600,1
4,1559433900,1
11,1559434200,1
14,1559434500,2
14,1559434800,2
14,1559435100,2
14,1559435400,2
14,1559435700,2
14,1559436000,2
14,1559436300,2
14,1559436600,3
13,1559436900,3
11,1559437200,3
11,1559437500,3
9,1559437800,3
1,1559438100,3
