"depths","times","stages.est"
1,1559668800,1
9,1559669100,1
13,1559669400,2
14,1559669700,2
15,1559670000,2
15,1559670300,2
15,1559670600,2
14,1559670900,2
14,1559671200,2
13,1559671500,3
10,1559671800,3
3,1559672100,3
