"depths","times","stages.est"
1,1559589000,1
8,1559589300,1
13,1559589600,2
13,1559589900,2
13,1559590200,2
13,1559590500,2
13,1559590800,2
14,1559591100,2
14,1559591400,2
14,1559591700,2
13,1559592000,3
11,1559592300,3
9,1559592600,3
1,1559592900,3
