"depths","times","stages.est"
1,1558902300,1
8,1558902600,1
13,1558902900,2
15,1558903200,2
15,1558903500,2
15,1558903800,2
15,1558904100,2
15,1558904400,2
15,1558904700,2
15,1558905000,2
13,1558905300,2
12,1558905600,3
8,1558905900,3
4,1558906200,3
1,1558906500,3
