"depths","times","stages.est"
1,1558663500,1
8,1558663800,1
13,1558664100,2
15,1558664400,2
15,1558664700,2
15,1558665000,2
15,1558665300,2
15,1558665600,2
15,1558665900,2
14,1558666200,2
13,1558666500,3
10,1558666800,3
5,1558667100,3
