"depths","times","stages.est"
1,1559107200,1
6,1559107500,1
12,1559107800,1
14,1559108100,2
14,1559108400,2
14,1559108700,2
14,1559109000,2
14,1559109300,2
13,1559109600,3
10,1559109900,3
8,1559110200,3
1,1559110500,3
