"depths","times","stages.est"
1,1558943100,1
10,1558943400,1
14,1558943700,2
14,1558944000,2
14,1558944300,2
14,1558944600,2
14,1558944900,2
14,1558945200,2
14,1558945500,2
13,1558945800,3
10,1558946100,3
1,1558946400,3
