"depths","times","stages.est"
1,1559741700,1
7,1559742000,1
12,1559742300,1
14,1559742600,2
14,1559742900,2
14,1559743200,2
14,1559743500,2
14,1559743800,2
14,1559744100,2
14,1559744400,2
14,1559744700,3
12,1559745000,3
9,1559745300,3
1,1559745600,3
