"depths","times","stages.est"
1,1559256900,1
8,1559257200,1
13,1559257500,2
14,1559257800,2
15,1559258100,2
15,1559258400,2
15,1559258700,2
14,1559259000,2
14,1559259300,2
13,1559259600,2
12,1559259900,3
8,1559260200,3
1,1559260500,3
