"depths","times","stages.est"
1,1558688400,1
4,1558688700,1
6,1558689000,1
12,1558689300,2
13,1558689600,2
14,1558689900,2
14,1558690200,2
14,1558690500,2
14,1558690800,2
14,1558691100,2
13,1558691400,2
12,1558691700,3
6,1558692000,3
1,1558692300,3
