"depths","times","stages.est"
1,1559354100,1
7,1559354400,1
13,1559354700,2
15,1559355000,2
16,1559355300,2
16,1559355600,2
16,1559355900,2
16,1559356200,2
16,1559356500,2
15,1559356800,2
13,1559357100,3
9,1559357400,3
1,1559357700,3
