"depths","times","stages.est"
1,1558865700,1
7,1558866000,1
12,1558866300,1
15,1558866600,2
15,1558866900,2
15,1558867200,2
15,1558867500,2
15,1558867800,2
15,1558868100,2
15,1558868400,2
13,1558868700,3
10,1558869000,3
5,1558869300,3
