"depths","times","stages.est"
1,1559073900,1
9,1559074200,1
13,1559074500,2
14,1559074800,2
14,1559075100,2
14,1559075400,2
15,1559075700,2
13,1559076000,2
12,1559076300,3
8,1559076600,3
1,1559076900,3
