"depths","times","stages.est"
1,1558752600,1
10,1558752900,1
14,1558753200,2
15,1558753500,2
15,1558753800,2
15,1558754100,2
15,1558754400,2
13,1558754700,2
12,1558755000,3
7,1558755300,3
1,1558755600,3
