"depths","times","stages.est"
1,1559059200,1
4,1559059500,1
11,1559059800,1
14,1559060100,2
15,1559060400,2
15,1559060700,2
15,1559061000,2
14,1559061300,2
15,1559061600,2
14,1559061900,2
13,1559062200,3
10,1559062500,3
6,1559062800,3
3,1559063100,3
