"depths","times","stages.est"
1,1559120100,1
9,1559120400,1
13,1559120700,2
14,1559121000,2
15,1559121300,2
15,1559121600,2
15,1559121900,2
15,1559122200,2
15,1559122500,2
14,1559122800,2
13,1559123100,3
11,1559123400,3
8,1559123700,3
1,1559124000,3
