"depths","times","stages.est"
1,1558713000,1
9,1558713300,1
13,1558713600,2
15,1558713900,2
15,1558714200,2
14,1558714500,2
14,1558714800,2
15,1558715100,2
14,1558715400,2
13,1558715700,2
12,1558716000,3
9,1558716300,3
1,1558716600,3
