"depths","times","stages.est"
1,1559388300,1
10,1559388600,1
14,1559388900,2
14,1559389200,2
14,1559389500,2
14,1559389800,2
14,1559390100,2
14,1559390400,2
14,1559390700,2
13,1559391000,3
10,1559391300,3
4,1559391600,3
