"depths","times","stages.est"
1,1559606100,1
8,1559606400,1
13,1559606700,2
14,1559607000,2
14,1559607300,2
14,1559607600,2
14,1559607900,2
14,1559608200,2
14,1559608500,3
12,1559608800,3
8,1559609100,3
1,1559609400,3
