"depths","times","stages.est"
1,1559759100,1
7,1559759400,1
12,1559759700,1
14,1559760000,2
14,1559760300,2
14,1559760600,2
14,1559760900,2
14,1559761200,2
14,1559761500,2
14,1559761800,2
13,1559762100,2
12,1559762400,3
9,1559762700,3
1,1559763000,3
