"depths","times","stages.est"
1,1559712600,1
8,1559712900,1
13,1559713200,2
14,1559713500,2
14,1559713800,2
14,1559714100,2
14,1559714400,2
14,1559714700,2
14,1559715000,2
13,1559715300,3
11,1559715600,3
6,1559715900,3
1,1559716200,3
