"depths","times","stages.est"
1,1558995600,1
8,1558995900,1
12,1558996200,1
15,1558996500,2
15,1558996800,2
15,1558997100,2
15,1558997400,2
15,1558997700,2
15,1558998000,2
15,1558998300,2
14,1558998600,3
12,1558998900,3
9,1558999200,3
1,1558999500,3
