"depths","times","stages.est"
1,1558740300,1
10,1558740600,1
13,1558740900,2
13,1558741200,2
14,1558741500,2
14,1558741800,2
14,1558742100,2
15,1558742400,2
15,1558742700,2
14,1558743000,2
13,1558743300,3
10,1558743600,3
6,1558743900,3
3,1558744200,3
