"depths","times","stages.est"
1,1559203500,1
3,1559203800,1
11,1559204100,1
14,1559204400,2
15,1559204700,2
15,1559205000,2
15,1559205300,2
15,1559205600,2
15,1559205900,2
14,1559206200,2
13,1559206500,3
10,1559206800,3
8,1559207100,3
1,1559207400,3
