"depths","times","stages.est"
1,1559221500,1
10,1559221800,1
13,1559222100,2
15,1559222400,2
15,1559222700,2
15,1559223000,2
15,1559223300,2
15,1559223600,2
15,1559223900,2
15,1559224200,2
14,1559224500,2
13,1559224800,3
10,1559225100,3
8,1559225400,3
1,1559225700,3
