"depths","times","stages.est"
1,1559676300,1
8,1559676600,1
12,1559676900,1
14,1559677200,2
15,1559677500,2
15,1559677800,2
15,1559678100,2
14,1559678400,2
14,1559678700,2
14,1559679000,2
14,1559679300,3
11,1559679600,3
6,1559679900,3
1,1559680200,3
