"depths","times","stages.est"
1,1559127600,1
7,1559127900,1
12,1559128200,2
14,1559128500,2
15,1559128800,2
15,1559129100,2
15,1559129400,2
15,1559129700,2
15,1559130000,2
15,1559130300,2
13,1559130600,3
11,1559130900,3
3,1559131200,3
