"depths","times","stages.est"
1,1558878600,1
10,1558878900,1
14,1558879200,2
15,1558879500,2
16,1558879800,2
16,1558880100,2
16,1558880400,2
16,1558880700,2
16,1558881000,2
15,1558881300,3
13,1558881600,3
9,1558881900,3
1,1558882200,3
